Gene	data1	random_number
group_5680	gene	5257
group_5682	gene	5258
group_571	gene	5259
group_5718	gene	5260
group_573	gene	5261
group_5736	gene	5262
group_5748	gene	5263
group_5753	gene	5264
group_5770	gene	5265
group_5772	gene	5266
group_5774	gene	5267
group_5776	gene	5268
group_5778	gene	5269
group_589	gene	5270
comC1_2	gene	5271
group_5981	gene	5272
group_5982	gene	5273
group_5984	gene	5274
group_5985	gene	5275
group_5986	gene	5276
group_5987	gene	5277
group_5988	gene	5278
group_5989	gene	5279
group_6037	gene	5280
merR1	gene	5281
merA	gene	5282
group_613	gene	5283
group_614	gene	5284
group_6158	gene	5285
group_6193	gene	5286
group_635	gene	5287
group_64	gene	5288
group_65	gene	5289
group_651	gene	5290
group_653	gene	5291
group_6567	gene	5292
lexA_1	gene	5293
group_6569	gene	5294
group_658	gene	5295
group_6585	gene	5296
group_6591	gene	5297
group_6607	gene	5298
epsJ_5	gene	5299
group_6658	gene	5300
group_6659	gene	5301
group_6660	gene	5302
group_6678	gene	5303
group_6684	gene	5304
group_6689	gene	5305
group_6701	gene	5306
cinA_2	gene	5307
group_6867	gene	5308
group_6868	gene	5309
group_6882	gene	5310
group_6883	gene	5311
group_6891	gene	5312
group_6895	gene	5313
group_6902	gene	5314
group_6903	gene	5315
group_6904	gene	5316
mcjD	gene	5317
group_6906	gene	5318
group_6907	gene	5319
group_6908	gene	5320
group_6909	gene	5321
group_6910	gene	5322
group_6911	gene	5323
group_6987	gene	5324
group_7010	gene	5325
group_7012	gene	5326
group_7013	gene	5327
group_7015	gene	5328
group_7021	gene	5329
group_7022	gene	5330
group_7023	gene	5331
group_7024	gene	5332
group_7025	gene	5333
group_7026	gene	5334
group_7027	gene	5335
group_7028	gene	5336
group_7029	gene	5337
group_7030	gene	5338
group_7041	gene	5339
group_7067	gene	5340
group_7084	gene	5341
ltxB_2	gene	5342
group_7134	gene	5343
degU	gene	5344
group_7137	gene	5345
group_7138	gene	5346
group_7139	gene	5347
group_7140	gene	5348
group_7147	gene	5349
group_7151	gene	5350
group_7176	gene	5351
group_7200	gene	5352
group_7247	gene	5353
group_7274	gene	5354
group_7338	gene	5355
group_734	gene	5356
group_7396	gene	5357
group_7401	gene	5358
group_7437	gene	5359
glf_3	gene	5360
group_7509	gene	5361
group_7515	gene	5362
group_7535	gene	5363
group_7558	gene	5364
group_7592	gene	5365
group_7593	gene	5366
group_7594	gene	5367
group_7725	gene	5368
group_7759	gene	5369
group_7760	gene	5370
group_7795	gene	5371
group_7860	gene	5372
group_7945	gene	5373
group_805	gene	5374
group_8067	gene	5375
group_809	gene	5376
group_814	gene	5377
group_815	gene	5378
group_825	gene	5379
group_8319	gene	5380
group_837	gene	5381
group_851	gene	5382
group_870	gene	5383
group_920	gene	5384
group_937	gene	5385
group_938	gene	5386
group_945	gene	5387
group_97	gene	5388
group_974	gene	5389
group_1001	gene	5390
group_1029	gene	5391
group_1041	gene	5392
group_1053	gene	5393
group_1055	gene	5394
group_1078	gene	5395
group_1081	gene	5396
group_1124	gene	5397
group_1138	gene	5398
group_1141	gene	5399
group_1155	gene	5400
group_1187	gene	5401
group_1259	gene	5402
group_1279	gene	5403
purE_2	gene	5404
group_1365	gene	5405
group_1375	gene	5406
group_1388	gene	5407
group_1402	gene	5408
group_141	gene	5409
group_1463	gene	5410
group_1467	gene	5411
group_1494	gene	5412
group_1504	gene	5413
group_1507	gene	5414
group_1524	gene	5415
group_1528	gene	5416
group_1555	gene	5417
group_1569	gene	5418
group_1591	gene	5419
group_1645	gene	5420
group_1686	gene	5421
group_1711	gene	5422
group_1712	gene	5423
argG_2	gene	5424
group_1733	gene	5425
group_1738	gene	5426
group_1741	gene	5427
group_177	gene	5428
group_178	gene	5429
group_1815	gene	5430
group_1816	gene	5431
group_1821	gene	5432
group_1845	gene	5433
group_1903	gene	5434
group_191	gene	5435
group_1921	gene	5436
group_1961	gene	5437
group_1966	gene	5438
group_1981	gene	5439
group_199	gene	5440
group_1992	gene	5441
group_1994	gene	5442
group_2024	gene	5443
group_2088	gene	5444
group_2092	gene	5445
group_2097	gene	5446
group_214	gene	5447
group_2141	gene	5448
group_2143	gene	5449
group_2158	gene	5450
group_2166	gene	5451
group_2172	gene	5452
group_2189	gene	5453
pfbA_2	gene	5454
group_2229	gene	5455
group_2264	gene	5456
group_2275	gene	5457
group_2290	gene	5458
clpL	gene	5459
group_2329	gene	5460
group_2339	gene	5461
group_2342	gene	5462
group_236	gene	5463
group_2360	gene	5464
group_237	gene	5465
group_2389	gene	5466
group_2399	gene	5467
pepV_2	gene	5468
yheS_1	gene	5469
rfbC_2	gene	5470
group_2471	gene	5471
group_2473	gene	5472
group_2485	gene	5473
pheT_4	gene	5474
rmlD_2	gene	5475
group_2559	gene	5476
proV	gene	5477
group_264	gene	5478
group_266	gene	5479
group_2691	gene	5480
group_2746	gene	5481
group_2750	gene	5482
group_2766	gene	5483
group_2785	gene	5484
group_2860	gene	5485
group_2875	gene	5486
group_2888	gene	5487
group_2892	gene	5488
group_292	gene	5489
group_2937	gene	5490
group_3009	gene	5491
group_3010	gene	5492
fucA_2	gene	5493
macB_3	gene	5494
group_3085	gene	5495
group_3097	gene	5496
group_3101	gene	5497
group_3148	gene	5498
group_3154	gene	5499
group_3163	gene	5500
group_3193	gene	5501
group_325	gene	5502
group_3263	gene	5503
group_3279	gene	5504
bglH_3	gene	5505
group_3389	gene	5506
mutS2_2	gene	5507
group_3400	gene	5508
oatA_2	gene	5509
group_3432	gene	5510
pheA_2	gene	5511
group_3516	gene	5512
yecS_3	gene	5513
group_3523	gene	5514
group_3576	gene	5515
group_3603	gene	5516
group_3658	gene	5517
group_3739	gene	5518
group_3750	gene	5519
tcyN_2	gene	5520
pheT_3	gene	5521
group_3792	gene	5522
group_3810	gene	5523
group_3816	gene	5524
group_3842	gene	5525
group_3869	gene	5526
group_394	gene	5527
group_3955	gene	5528
group_4031	gene	5529
group_4044	gene	5530
group_4065	gene	5531
group_4094	gene	5532
group_410	gene	5533
group_4124	gene	5534
group_414	gene	5535
group_4140	gene	5536
group_423	gene	5537
group_4286	gene	5538
group_434	gene	5539
group_4342	gene	5540
ribX_2	gene	5541
group_443	gene	5542
group_4437	gene	5543
group_4446	gene	5544
group_445	gene	5545
group_4457	gene	5546
group_4544	gene	5547
group_4582	gene	5548
group_4587	gene	5549
group_4734	gene	5550
group_481	gene	5551
yclM_1	gene	5552
group_482	gene	5553
group_4839	gene	5554
group_487	gene	5555
folE_2	gene	5556
group_4939	gene	5557
group_4950	gene	5558
group_4973	gene	5559
group_4990	gene	5560
tsf_2	gene	5561
group_5019	gene	5562
dnaC_3	gene	5563
group_5035	gene	5564
group_5058	gene	5565
lysA_2	gene	5566
group_5109	gene	5567
group_5111	gene	5568
group_5121	gene	5569
group_5124	gene	5570
group_5161	gene	5571
group_519	gene	5572
group_522	gene	5573
group_523	gene	5574
group_5293	gene	5575
group_5354	gene	5576
group_5383	gene	5577
group_5519	gene	5578
group_5528	gene	5579
group_5584	gene	5580
group_561	gene	5581
group_562	gene	5582
group_5649	gene	5583
group_5676	gene	5584
group_5702	gene	5585
group_5708	gene	5586
group_5731	gene	5587
group_5751	gene	5588
group_5771	gene	5589
group_5773	gene	5590
group_5795	gene	5591
group_5796	gene	5592
group_5797	gene	5593
group_5798	gene	5594
group_580	gene	5595
group_5804	gene	5596
group_5805	gene	5597
group_5807	gene	5598
group_5808	gene	5599
group_5977	gene	5600
group_5983	gene	5601
group_600	gene	5602
group_6111	gene	5603
group_612	gene	5604
group_630	gene	5605
group_6325	gene	5606
group_6327	gene	5607
immR_1	gene	5608
group_6329	gene	5609
group_6330	gene	5610
group_6331	gene	5611
group_6332	gene	5612
group_6333	gene	5613
group_6334	gene	5614
group_6335	gene	5615
group_637	gene	5616
group_6378	gene	5617
group_6379	gene	5618
group_6380	gene	5619
group_6381	gene	5620
group_652	gene	5621
group_6608	gene	5622
group_6644	gene	5623
group_6651	gene	5624
group_6652	gene	5625
group_6653	gene	5626
group_6654	gene	5627
group_6693	gene	5628
group_6694	gene	5629
group_6705	gene	5630
group_6706	gene	5631
group_6707	gene	5632
group_6708	gene	5633
group_6709	gene	5634
group_6710	gene	5635
group_6711	gene	5636
group_6712	gene	5637
group_6713	gene	5638
group_6718	gene	5639
group_6724	gene	5640
group_6733	gene	5641
group_6734	gene	5642
group_6735	gene	5643
group_6740	gene	5644
group_6787	gene	5645
group_6826	gene	5646
group_6858	gene	5647
group_6876	gene	5648
group_6877	gene	5649
group_6878	gene	5650
group_6884	gene	5651
group_6885	gene	5652
group_6886	gene	5653
group_690	gene	5654
group_691	gene	5655
group_697	gene	5656
group_6970	gene	5657
group_6977	gene	5658
group_703	gene	5659
group_7037	gene	5660
group_7054	gene	5661
group_7072	gene	5662
group_7073	gene	5663
group_7075	gene	5664
group_7081	gene	5665
group_7083	gene	5666
group_7085	gene	5667
group_7090	gene	5668
group_7109	gene	5669
group_7117	gene	5670
group_712	gene	5671
group_7125	gene	5672
group_7141	gene	5673
group_7210	gene	5674
group_7217	gene	5675
group_7218	gene	5676
group_7219	gene	5677
group_7220	gene	5678
group_7221	gene	5679
group_7222	gene	5680
group_7223	gene	5681
group_7224	gene	5682
group_7225	gene	5683
group_7226	gene	5684
group_7227	gene	5685
group_7228	gene	5686
group_7229	gene	5687
group_7230	gene	5688
group_7231	gene	5689
group_7232	gene	5690
group_7233	gene	5691
group_7234	gene	5692
group_7235	gene	5693
group_7236	gene	5694
group_7237	gene	5695
ssp5_2	gene	5696
group_7239	gene	5697
group_7240	gene	5698
group_7241	gene	5699
group_7242	gene	5700
group_7243	gene	5701
ebh	gene	5702
group_7249	gene	5703
group_7255	gene	5704
group_7257	gene	5705
group_7273	gene	5706
rbsB	gene	5707
rbsC	gene	5708
rbsA	gene	5709
rbsD	gene	5710
rbsK	gene	5711
rbsR_2	gene	5712
group_7292	gene	5713
group_7293	gene	5714
group_7294	gene	5715
group_7301	gene	5716
group_731	gene	5717
group_7324	gene	5718
group_7328	gene	5719
group_7353	gene	5720
group_7354	gene	5721
group_739	gene	5722
group_7394	gene	5723
group_7395	gene	5724
group_7397	gene	5725
group_7443	gene	5726
group_7467	gene	5727
group_7500	gene	5728
group_752	gene	5729
group_7529	gene	5730
group_7530	gene	5731
group_7534	gene	5732
group_7539	gene	5733
group_7540	gene	5734
group_7541	gene	5735
group_7542	gene	5736
group_7543	gene	5737
epsJ_4	gene	5738
gspA_6	gene	5739
group_7546	gene	5740
group_7547	gene	5741
group_7548	gene	5742
group_7549	gene	5743
group_7595	gene	5744
group_7596	gene	5745
group_7597	gene	5746
group_7598	gene	5747
mutL_2	gene	5748
group_7600	gene	5749
group_7601	gene	5750
group_7602	gene	5751
group_7703	gene	5752
group_7704	gene	5753
group_7706	gene	5754
group_7742	gene	5755
group_7743	gene	5756
group_7745	gene	5757
group_7767	gene	5758
group_7792	gene	5759
group_7794	gene	5760
ltrA_3	gene	5761
group_7828	gene	5762
group_7829	gene	5763
group_7830	gene	5764
group_7831	gene	5765
group_7832	gene	5766
group_7875	gene	5767
group_7991	gene	5768
group_8001	gene	5769
group_811	gene	5770
group_8417	gene	5771
group_880	gene	5772
group_921	gene	5773
group_931	gene	5774
group_936	gene	5775
group_950	gene	5776
group_983	gene	5777
group_985	gene	5778
group_986	gene	5779
group_1012	gene	5780
group_1028	gene	5781
group_1052	gene	5782
group_1057	gene	5783
group_1065	gene	5784
group_1095	gene	5785
uhpB	gene	5786
group_1113	gene	5787
group_1123	gene	5788
group_1173	gene	5789
group_1183	gene	5790
group_1197	gene	5791
group_1201	gene	5792
group_1210	gene	5793
group_1221	gene	5794
group_1223	gene	5795
group_1228	gene	5796
group_125	gene	5797
group_1254	gene	5798
group_1267	gene	5799
group_1288	gene	5800
group_1297	gene	5801
group_1301	gene	5802
tcyA_2	gene	5803
group_1312	gene	5804
group_1318	gene	5805
group_1323	gene	5806
group_1335	gene	5807
group_1347	gene	5808
group_1364	gene	5809
group_1379	gene	5810
group_1387	gene	5811
group_1411	gene	5812
group_1415	gene	5813
group_1416	gene	5814
group_1428	gene	5815
group_1429	gene	5816
group_1438	gene	5817
group_1444	gene	5818
group_1477	gene	5819
murF_3	gene	5820
group_1497	gene	5821
group_1500	gene	5822
group_1512	gene	5823
group_1523	gene	5824
group_1532	gene	5825
group_1538	gene	5826
prmA_2	gene	5827
group_1574	gene	5828
group_1594	gene	5829
group_1595	gene	5830
group_160	gene	5831
group_1613	gene	5832
kcsA_2	gene	5833
group_1647	gene	5834
group_1648	gene	5835
group_166	gene	5836
group_1668	gene	5837
group_1677	gene	5838
group_1680	gene	5839
group_1685	gene	5840
group_1694	gene	5841
epsL_2	gene	5842
group_1720	gene	5843
group_1731	gene	5844
group_1732	gene	5845
group_1734	gene	5846
group_1735	gene	5847
group_1763	gene	5848
group_1776	gene	5849
group_1777	gene	5850
group_1804	gene	5851
group_1807	gene	5852
group_182	gene	5853
group_183	gene	5854
group_1847	gene	5855
group_1848	gene	5856
group_1850	gene	5857
group_1852	gene	5858
group_1859	gene	5859
group_1872	gene	5860
group_1882	gene	5861
group_1887	gene	5862
gspF_2	gene	5863
group_1943	gene	5864
iscS_3	gene	5865
group_1968	gene	5866
group_1969	gene	5867
group_1985	gene	5868
group_1993	gene	5869
group_2029	gene	5870
group_2073	gene	5871
group_2102	gene	5872
group_2109	gene	5873
group_2128	gene	5874
group_2140	gene	5875
moeB	gene	5876
group_2169	gene	5877
ecsA_4	gene	5878
group_2181	gene	5879
group_2208	gene	5880
group_2211	gene	5881
nnrD_2	gene	5882
group_2245	gene	5883
group_2249	gene	5884
group_2262	gene	5885
group_2298	gene	5886
group_2301	gene	5887
group_2308	gene	5888
dhaM_2	gene	5889
group_2326	gene	5890
group_2338	gene	5891
group_235	gene	5892
coaD_2	gene	5893
group_2392	gene	5894
group_2398	gene	5895
group_24	gene	5896
group_2424	gene	5897
group_2436	gene	5898
group_2444	gene	5899
rnhC_2	gene	5900
fucI_2	gene	5901
group_2457	gene	5902
group_2477	gene	5903
group_2481	gene	5904
group_2486	gene	5905
group_2493	gene	5906
group_2495	gene	5907
group_2497	gene	5908
group_250	gene	5909
group_2525	gene	5910
group_2536	gene	5911
group_2555	gene	5912
group_2583	gene	5913
group_2589	gene	5914
group_2608	gene	5915
group_2617	gene	5916
group_2625	gene	5917
group_2652	gene	5918
group_2673	gene	5919
dexB_2	gene	5920
group_2686	gene	5921
group_2688	gene	5922
group_27	gene	5923
group_2711	gene	5924
group_2735	gene	5925
group_2740	gene	5926
group_275	gene	5927
group_2755	gene	5928
group_2781	gene	5929
group_2795	gene	5930
group_2838	gene	5931
group_2839	gene	5932
group_2843	gene	5933
group_2852	gene	5934
group_2878	gene	5935
group_2889	gene	5936
group_2897	gene	5937
group_2899	gene	5938
group_2921	gene	5939
yheH_2	gene	5940
lacR_4	gene	5941
metP_2	gene	5942
group_2978	gene	5943
group_2979	gene	5944
rpiA_2	gene	5945
group_30	gene	5946
group_3004	gene	5947
group_3018	gene	5948
rmlB_2	gene	5949
hemH_2	gene	5950
group_3036	gene	5951
group_304	gene	5952
group_3040	gene	5953
group_3044	gene	5954
group_3049	gene	5955
group_3064	gene	5956
group_307	gene	5957
group_3077	gene	5958
group_308	gene	5959
group_3084	gene	5960
group_3086	gene	5961
group_3106	gene	5962
group_3108	gene	5963
group_3110	gene	5964
group_3118	gene	5965
group_3124	gene	5966
group_3134	gene	5967
group_3179	gene	5968
group_3202	gene	5969
group_3206	gene	5970
ecsA_3	gene	5971
group_3217	gene	5972
group_323	gene	5973
group_3230	gene	5974
treA_2	gene	5975
group_3267	gene	5976
group_3300	gene	5977
gno_2	gene	5978
group_3330	gene	5979
group_3344	gene	5980
rclA_2	gene	5981
lacC_3	gene	5982
group_3422	gene	5983
group_3435	gene	5984
group_3440	gene	5985
group_3458	gene	5986
group_3481	gene	5987
hisB	gene	5988
group_3511	gene	5989
trxB_2	gene	5990
group_3536	gene	5991
groS_2	gene	5992
group_3557	gene	5993
rsmA_2	gene	5994
group_357	gene	5995
metN_2	gene	5996
group_3588	gene	5997
group_3605	gene	5998
group_362	gene	5999
group_3637	gene	6000
group_364	gene	6001
yumC_3	gene	6002
rexB_2	gene	6003
group_3684	gene	6004
group_37	gene	6005
group_3718	gene	6006
group_3729	gene	6007
group_3755	gene	6008
group_3777	gene	6009
group_3778	gene	6010
group_3784	gene	6011
group_3786	gene	6012
group_3798	gene	6013
group_381	gene	6014
group_3814	gene	6015
group_3821	gene	6016
group_383	gene	6017
group_3837	gene	6018
group_3860	gene	6019
yidC2_2	gene	6020
rsmH_3	gene	6021
group_3930	gene	6022
group_3940	gene	6023
group_3962	gene	6024
group_3983	gene	6025
group_4014	gene	6026
rluD_3	gene	6027
group_4072	gene	6028
group_4087	gene	6029
group_4101	gene	6030
group_4106	gene	6031
group_4119	gene	6032
group_413	gene	6033
group_4133	gene	6034
group_4152	gene	6035
group_4183	gene	6036
group_4193	gene	6037
group_4206	gene	6038
uppP_2	gene	6039
rpe_2	gene	6040
group_4274	gene	6041
group_4289	gene	6042
glcK_2	gene	6043
group_4312	gene	6044
rplK_2	gene	6045
group_4347	gene	6046
rplU_2	gene	6047
group_4459	gene	6048
group_4473	gene	6049
group_4480	gene	6050
group_4484	gene	6051
group_4489	gene	6052
group_4498	gene	6053
group_4502	gene	6054
group_4555	gene	6055
group_4569	gene	6056
group_4614	gene	6057
group_462	gene	6058
group_463	gene	6059
group_4660	gene	6060
group_467	gene	6061
prfB_2	gene	6062
sapF	gene	6063
group_4795	gene	6064
group_4800	gene	6065
xerS_2	gene	6066
luxS_1	gene	6067
group_4834	gene	6068
group_4857	gene	6069
group_4879	gene	6070
group_488	gene	6071
group_490	gene	6072
group_4901	gene	6073
group_4924	gene	6074
group_4975	gene	6075
group_4989	gene	6076
group_5090	gene	6077
group_5098	gene	6078
group_5117	gene	6079
group_5120	gene	6080
group_515	gene	6081
group_518	gene	6082
group_521	gene	6083
xylH_2	gene	6084
group_543	gene	6085
group_549	gene	6086
group_5526	gene	6087
group_5531	gene	6088
group_5532	gene	6089
group_5556	gene	6090
group_556	gene	6091
group_5648	gene	6092
group_5675	gene	6093
group_5681	gene	6094
group_5687	gene	6095
group_569	gene	6096
group_570	gene	6097
group_5704	gene	6098
group_5706	gene	6099
group_5724	gene	6100
group_5725	gene	6101
nadD_1	gene	6102
group_5732	gene	6103
group_5739	gene	6104
group_5750	gene	6105
group_5759	gene	6106
group_5760	gene	6107
group_5761	gene	6108
group_5762	gene	6109
dnaI_1	gene	6110
group_5764	gene	6111
group_5765	gene	6112
group_5766	gene	6113
group_5767	gene	6114
group_5768	gene	6115
group_5769	gene	6116
group_577	gene	6117
group_5777	gene	6118
tarJ_2	gene	6119
group_578	gene	6120
group_5780	gene	6121
group_5781	gene	6122
group_5789	gene	6123
group_5790	gene	6124
group_5791	gene	6125
group_5792	gene	6126
group_5793	gene	6127
group_5800	gene	6128
group_5801	gene	6129
group_5802	gene	6130
group_5803	gene	6131
group_5806	gene	6132
group_5810	gene	6133
group_5811	gene	6134
group_59	gene	6135
group_594	gene	6136
group_5973	gene	6137
group_5976	gene	6138
group_6031	gene	6139
group_604	gene	6140
group_608	gene	6141
group_609	gene	6142
group_617	gene	6143
group_6207	gene	6144
group_6297	gene	6145
group_6306	gene	6146
group_6315	gene	6147
group_6316	gene	6148
group_6317	gene	6149
group_6318	gene	6150
vatD	gene	6151
group_6320	gene	6152
wfgD_1	gene	6153
group_6322	gene	6154
tarI_2	gene	6155
group_6324	gene	6156
group_6346	gene	6157
group_641	gene	6158
group_6554	gene	6159
mazF	gene	6160
group_659	gene	6161
group_6672	gene	6162
group_6695	gene	6163
group_6696	gene	6164
group_6722	gene	6165
group_6723	gene	6166
group_6754	gene	6167
group_6756	gene	6168
pabA_2	gene	6169
group_6760	gene	6170
mntH	gene	6171
group_6763	gene	6172
group_6764	gene	6173
group_6765	gene	6174
tarL	gene	6175
ispD	gene	6176
rfbB	gene	6177
epsH_4	gene	6178
group_6770	gene	6179
group_6771	gene	6180
group_6772	gene	6181
group_6773	gene	6182
group_6776	gene	6183
group_6781	gene	6184
group_6818	gene	6185
group_6819	gene	6186
group_6820	gene	6187
group_6821	gene	6188
group_6822	gene	6189
lacA_2	gene	6190
group_6824	gene	6191
group_6825	gene	6192
group_6830	gene	6193
group_6833	gene	6194
group_6851	gene	6195
group_6852	gene	6196
group_6856	gene	6197
group_6857	gene	6198
group_6860	gene	6199
group_687	gene	6200
group_6875	gene	6201
group_6879	gene	6202
group_6880	gene	6203
group_6881	gene	6204
yjaB_2	gene	6205
group_6982	gene	6206
group_6997	gene	6207
group_6998	gene	6208
group_700	gene	6209
group_7036	gene	6210
group_7038	gene	6211
group_7039	gene	6212
group_7046	gene	6213
group_7052	gene	6214
group_7063	gene	6215
group_7066	gene	6216
group_7082	gene	6217
group_7086	gene	6218
group_7087	gene	6219
group_7088	gene	6220
group_7089	gene	6221
group_709	gene	6222
group_7119	gene	6223
group_7120	gene	6224
group_7121	gene	6225
group_7122	gene	6226
group_7123	gene	6227
group_7124	gene	6228
group_7142	gene	6229
group_7143	gene	6230
group_7144	gene	6231
group_7145	gene	6232
group_7146	gene	6233
group_7148	gene	6234
group_7152	gene	6235
group_7157	gene	6236
group_7158	gene	6237
group_7175	gene	6238
group_7248	gene	6239
group_7253	gene	6240
group_7275	gene	6241
group_7277	gene	6242
group_7278	gene	6243
group_7279	gene	6244
group_7280	gene	6245
group_729	gene	6246
group_7291	gene	6247
group_7308	gene	6248
group_7309	gene	6249
group_7310	gene	6250
group_7312	gene	6251
group_732	gene	6252
group_7327	gene	6253
group_7351	gene	6254
group_7365	gene	6255
ttgR	gene	6256
group_7386	gene	6257
group_7404	gene	6258
group_7410	gene	6259
group_7424	gene	6260
group_7425	gene	6261
group_7431	gene	6262
hindIIIM	gene	6263
group_7442	gene	6264
group_7447	gene	6265
group_7448	gene	6266
group_7450	gene	6267
group_7464	gene	6268
group_7470	gene	6269
group_7471	gene	6270
group_7472	gene	6271
group_7561	gene	6272
group_7568	gene	6273
group_7569	gene	6274
group_7570	gene	6275
group_7571	gene	6276
group_7572	gene	6277
group_7573	gene	6278
group_7574	gene	6279
group_7575	gene	6280
group_7576	gene	6281
group_7581	gene	6282
group_7583	gene	6283
group_7584	gene	6284
group_7585	gene	6285
group_7586	gene	6286
dtpT	gene	6287
group_7588	gene	6288
group_7589	gene	6289
group_7590	gene	6290
group_7591	gene	6291
group_7603	gene	6292
group_761	gene	6293
group_7610	gene	6294
group_7619	gene	6295
group_762	gene	6296
group_7620	gene	6297
group_7621	gene	6298
group_7622	gene	6299
group_7623	gene	6300
group_7624	gene	6301
group_7625	gene	6302
group_7626	gene	6303
group_7627	gene	6304
group_7628	gene	6305
group_7637	gene	6306
group_7638	gene	6307
group_7639	gene	6308
group_7640	gene	6309
group_7641	gene	6310
group_7642	gene	6311
group_7643	gene	6312
group_7644	gene	6313
group_7645	gene	6314
group_7646	gene	6315
group_7647	gene	6316
group_7648	gene	6317
group_7649	gene	6318
group_7650	gene	6319
group_7651	gene	6320
group_7652	gene	6321
group_7653	gene	6322
group_7654	gene	6323
group_7655	gene	6324
group_7656	gene	6325
group_7657	gene	6326
group_7658	gene	6327
group_7665	gene	6328
group_7666	gene	6329
group_7667	gene	6330
group_7668	gene	6331
group_7669	gene	6332
group_7670	gene	6333
group_7671	gene	6334
group_7672	gene	6335
ssp5_1	gene	6336
pls	gene	6337
group_7675	gene	6338
group_7676	gene	6339
group_7677	gene	6340
group_7678	gene	6341
group_7679	gene	6342
group_7680	gene	6343
group_7681	gene	6344
group_7682	gene	6345
group_7683	gene	6346
group_7684	gene	6347
group_7685	gene	6348
group_7686	gene	6349
group_7687	gene	6350
group_7688	gene	6351
group_7689	gene	6352
group_7690	gene	6353
group_7691	gene	6354
soj	gene	6355
group_7693	gene	6356
group_7694	gene	6357
group_770	gene	6358
group_7727	gene	6359
group_7729	gene	6360
inhA	gene	6361
group_7741	gene	6362
group_7746	gene	6363
group_7754	gene	6364
group_7761	gene	6365
group_7762	gene	6366
group_7763	gene	6367
group_7773	gene	6368
group_7775	gene	6369
group_7776	gene	6370
group_7778	gene	6371
group_7779	gene	6372
group_7781	gene	6373
group_7782	gene	6374
group_7784	gene	6375
group_7786	gene	6376
group_7787	gene	6377
group_7790	gene	6378
group_7791	gene	6379
group_7797	gene	6380
group_7816	gene	6381
group_7818	gene	6382
group_7819	gene	6383
group_7820	gene	6384
group_7821	gene	6385
group_7822	gene	6386
group_7823	gene	6387
group_7824	gene	6388
group_7825	gene	6389
group_7826	gene	6390
group_7827	gene	6391
group_7833	gene	6392
group_7834	gene	6393
group_7835	gene	6394
group_7836	gene	6395
relA_1	gene	6396
group_7838	gene	6397
group_7839	gene	6398
group_7840	gene	6399
group_7841	gene	6400
group_7842	gene	6401
group_7843	gene	6402
group_7844	gene	6403
group_7845	gene	6404
group_7846	gene	6405
group_7848	gene	6406
group_7849	gene	6407
group_785	gene	6408
group_7850	gene	6409
group_7856	gene	6410
group_7857	gene	6411
group_7859	gene	6412
group_79	gene	6413
group_7903	gene	6414
group_7928	gene	6415
group_794	gene	6416
group_7943	gene	6417
group_7952	gene	6418
group_7960	gene	6419
group_8003	gene	6420
group_8009	gene	6421
group_8031	gene	6422
group_8063	gene	6423
group_8064	gene	6424
group_8065	gene	6425
group_8066	gene	6426
group_8070	gene	6427
group_8071	gene	6428
dpiB	gene	6429
group_8073	gene	6430
group_8074	gene	6431
group_8075	gene	6432
group_8076	gene	6433
group_8077	gene	6434
group_8078	gene	6435
group_8079	gene	6436
group_8080	gene	6437
group_8082	gene	6438
group_8083	gene	6439
group_8084	gene	6440
group_8085	gene	6441
group_8086	gene	6442
group_810	gene	6443
group_819	gene	6444
group_823	gene	6445
group_8307	gene	6446
group_8321	gene	6447
group_8339	gene	6448
group_8490	gene	6449
group_850	gene	6450
group_855	gene	6451
licA_3	gene	6452
group_863	gene	6453
group_874	gene	6454
group_886	gene	6455
group_897	gene	6456
group_917	gene	6457
group_924	gene	6458
group_927	gene	6459
group_934	gene	6460
sulA_2	gene	6461
group_963	gene	6462
group_987	gene	6463
group_99	gene	6464
group_10	gene	6465
group_1006	gene	6466
group_1007	gene	6467
group_1010	gene	6468
group_1022	gene	6469
group_1024	gene	6470
group_1034	gene	6471
group_1035	gene	6472
group_1037	gene	6473
group_1043	gene	6474
group_1044	gene	6475
group_1046	gene	6476
group_1049	gene	6477
group_1050	gene	6478
group_1056	gene	6479
group_106	gene	6480
group_1061	gene	6481
group_1070	gene	6482
group_1085	gene	6483
group_1089	gene	6484
group_109	gene	6485
group_1096	gene	6486
group_1097	gene	6487
group_1099	gene	6488
group_1100	gene	6489
group_1101	gene	6490
group_1102	gene	6491
group_1109	gene	6492
group_1111	gene	6493
group_1112	gene	6494
group_1115	gene	6495
group_1116	gene	6496
group_112	gene	6497
group_1134	gene	6498
group_1137	gene	6499
group_1139	gene	6500
group_1140	gene	6501
pcp_3	gene	6502
group_1156	gene	6503
eabC_3	gene	6504
group_1168	gene	6505
group_1170	gene	6506
group_1174	gene	6507
group_1176	gene	6508
group_1185	gene	6509
group_1189	gene	6510
group_1190	gene	6511
group_1192	gene	6512
group_1198	gene	6513
group_1205	gene	6514
group_1208	gene	6515
group_1214	gene	6516
group_1215	gene	6517
group_1216	gene	6518
group_1226	gene	6519
group_1232	gene	6520
group_1238	gene	6521
group_1240	gene	6522
group_1243	gene	6523
group_1244	gene	6524
group_1245	gene	6525
group_1247	gene	6526
epsH_3	gene	6527
group_1249	gene	6528
group_1253	gene	6529
group_1255	gene	6530
group_1260	gene	6531
group_1264	gene	6532
dltA_2	gene	6533
